"","Name","Location","Year","Kilometers_Driven","Fuel_Type","Transmission","Owner_Type","Engine","Power","Seats","Price","Make","Gama","kmpl","kmpkg","Price.mod2"
"2496","Audi A6 2011-2015 2.0 TDI Premium Plus","Mumbai",2012,50000,"Diesel","Automatic","First",1968,174.33,5,17.5,"Audi","Gama alta",17.68,0,1.15729463795282
"2497","Volkswagen Vento Sport 1.2 TSI AT","Mumbai",2014,34987,"Petrol","Automatic","First",1197,103.5,5,5.95,"Volkswagen","Gama media",18.19,0,0.776034336077288
"2498","Mercedes-Benz SLK-Class SLK 350","Bangalore",2015,10000,"Petrol","Automatic","First",3498,306,2,55,"Mercedes-Benz","Gama alta",18.1,0,1.61601292880558
"2499","Mercedes-Benz New C-Class C 220 CDI Elegance AT","Mumbai",2010,39000,"Diesel","Automatic","First",2143,170,5,9.5,"Mercedes-Benz","Gama alta",14.84,0,1.03529262624423
"2500","Toyota Fortuner 3.0 Diesel","Bangalore",2014,171000,"Diesel","Manual","First",2982,171,7,16.75,"Toyota","Gama alta",11.5,0,1.25595489045676
"2501","Honda BRV i-VTEC V CVT","Mumbai",2017,18000,"Petrol","Automatic","First",1497,117.3,7,9.25,"Honda","Gama media",16,0,1.00496422056625
"2502","Honda Accord VTi-L AT","Delhi",2009,65462,"Petrol","Automatic","Third",2354,142,5,3.5,"Honda","Gama media",11.1,0,0.670175147295556
"2503","Renault Scala Diesel RxL","Pune",2016,52126,"Diesel","Manual","First",1461,84.8,5,6,"Renault","Gama media",21.64,0,0.780152478718716
"2504","Audi A4 2.0 TDI","Delhi",2013,36000,"Diesel","Automatic","Second",1968,147.51,5,14,"Audi","Gama alta",16.55,0,1.12394246005775
"2505","Jeep Compass 2.0 Limited","Pune",2018,16039,"Diesel","Manual","First",1956,170,5,18.5,"Jeep","Gama alta",17.1,0,1.47045567806233
"2506","Hyundai Creta 1.4 E Plus Diesel","Mumbai",2017,35000,"Diesel","Manual","First",1396,88.7,5,9.9,"Hyundai","Gama media",21.38,0,0.858166029567013
"2507","Mahindra Scorpio 2009-2014 LX 2WD 7S","Mumbai",2014,84000,"Diesel","Manual","First",2179,120,7,6.85,"Mahindra","Gama alta",12.05,0,1.06992105407905
"2508","Honda City i DTec S","Jaipur",2015,78233,"Diesel","Manual","First",1498,98.6,5,6.6,"Honda","Gama media",26,0,0.804954210948234
"2509","Volkswagen Polo Diesel Highline 1.2L","Kolkata",2010,90110,"Diesel","Manual","First",1199,73.9,5,2.5,"Volkswagen","Gama media",22.07,0,0.38151289113152
"2510","Hyundai EON Era Plus","Kochi",2013,57759,"Petrol","Manual","First",814,55.2,5,3.84,"Hyundai","Gama media",21.1,0,0.391453219986919
"2511","Maruti Omni 5 Seater BSIV","Coimbatore",2019,4721,"Petrol","Manual","First",796,35,5,4.11,"Maruti","Gama media",14,0,0.478507237470345
"2512","Maruti SX4 Vxi BSIV","Mumbai",2010,66000,"Petrol","Manual","Second",1586,103.2,5,2.46,"Maruti","Gama media",16.51,0,0.556928093930716
"2513","Hyundai Verna 1.6 SX","Bangalore",2012,80000,"Diesel","Manual","First",1582,126.32,5,5.25,"Hyundai","Gama media",22.32,0,0.771900796536883
"2514","Renault KWID AMT RXL","Jaipur",2017,33000,"Petrol","Automatic","First",999,67,5,3.2,"Renault","Gama media",24.04,0,0.710794037883724
"2515","Volkswagen Polo Diesel Highline 1.2L","Hyderabad",2014,74000,"Diesel","Manual","First",1199,73.9,5,5.7,"Volkswagen","Gama media",22.07,0,0.599094417040568
"2516","Maruti Alto K10 2010-2014 VXI","Kochi",2014,36967,"Petrol","Manual","First",998,67.1,5,3.64,"Maruti","Gama media",20.92,0,0.54839128565532
"2517","Ford EcoSport 1.5 TDCi Trend Plus BE","Coimbatore",2019,35188,"Diesel","Manual","First",1498,98.59,5,11.13,"Ford","Gama media",22.77,0,1.02248246190668
"2518","Audi Q3 35 TDI Quattro Premium Plus","Bangalore",2015,38000,"Diesel","Automatic","First",1968,174.33,5,29,"Audi","Gama alta",15.73,0,1.32048078238461
"2519","Nissan Sunny XV CVT","Kochi",2013,37199,"Petrol","Automatic","First",1498,99.6,5,5.43,"Nissan","Gama media",17.5,0,0.701463839841749
"2520","Maruti Ritz LXi","Kochi",2011,33292,"Petrol","Manual","First",1197,85.8,5,3.19,"Maruti","Gama media",18.5,0,0.514333489163589
"2521","Hyundai Verna Transform VTVT","Pune",2010,51000,"Petrol","Manual","First",1599,103.2,5,3.1,"Hyundai","Gama media",16.2,0,0.556928093930716
"2522","Hyundai i10 Magna","Kolkata",2012,58235,"Petrol","Manual","First",1197,78.9,5,2.45,"Hyundai","Gama media",20.36,0,0.524691872240756
"2523","Maruti Wagon R LXI CNG","Kochi",2014,68365,"CNG","Manual","First",998,58.16,5,3.77,"Maruti","Gama media",0,26.6,0.473285723030396
"2524","Mitsubishi Pajero 2.8 SFX","Delhi",2012,45999,"Diesel","Manual","First",2835,107.2,6,11,"Mitsubishi","Gama alta",10.5,0,0.901882836389088
"2525","Maruti Swift VDI BSIV","Kolkata",2012,52241,"Diesel","Manual","First",1248,74,5,2.9,"Maruti","Gama media",25.2,0,0.491013950847431
"2526","Hyundai i10 Era","Jaipur",2010,83000,"Petrol","Manual","First",1086,68.05,5,1.75,"Hyundai","Gama media",19.81,0,0.338194286199111
"2527","Maruti Swift VXI","Kochi",2019,20667,"Petrol","Manual","First",1197,81.8,5,6.37,"Maruti","Gama media",22,0,0.924419493738231
"2528","Hyundai Grand i10 Sportz","Ahmedabad",2017,17125,"Petrol","Manual","First",1197,82,5,5.4,"Hyundai","Gama media",18.9,0,0.816911428307596
"2529","Hyundai i20 1.2 Magna","Coimbatore",2013,56127,"Petrol","Manual","First",1197,80,5,5.15,"Hyundai","Gama media",18.5,0,0.586359752679069
"2530","Maruti Ciaz ZDi Plus SHVS","Jaipur",2015,40500,"Diesel","Manual","First",1248,88.5,5,7.1,"Maruti","Gama media",28.09,0,0.748189567745566
"2531","Maruti Alto LXi","Kolkata",2008,42000,"Petrol","Manual","First",796,46.3,5,1.09,"Maruti","Gama media",19.7,0,0.0271238090250287
"2532","Ford Endeavour 2.5L 4X2","Bangalore",2011,71000,"Diesel","Manual","Third",2499,141,7,6.95,"Ford","Gama media",13.1,0,0.7752537790756
"2533","Maruti Celerio VXI","Bangalore",2015,74000,"Petrol","Manual","First",998,67.04,5,4.15,"Maruti","Gama media",23.1,0,0.602316772028929
"2534","Hyundai Grand i10 Sportz","Kochi",2016,59767,"Petrol","Manual","First",1197,82,5,4.78,"Hyundai","Gama media",18.9,0,0.762516046830334
"2535","Toyota Innova 2.5 G (Diesel) 8 Seater BS IV","Pune",2008,178280,"Diesel","Manual","First",2494,102,8,5.9,"Toyota","Gama alta",12.8,0,0.658183361286632
"2536","Mercedes-Benz E-Class 200 Kompressor Elegance","Delhi",2014,40000,"Petrol","Automatic","First",1796,157.7,5,24,"Mercedes-Benz","Gama alta",10.5,0,1.21342472643042
"2537","Mercedes-Benz A Class A180 CDI","Delhi",2013,34000,"Diesel","Automatic","Second",2143,107.3,5,11,"Mercedes-Benz","Gama alta",20,0,0.956767974894841
"2538","BMW X3 xDrive20d","Pune",2012,108000,"Diesel","Automatic","First",1995,184,5,17.5,"Bmw","Gama alta",16.09,0,1.18565140442146
"2539","Mahindra XUV500 W10 2WD","Kochi",2016,51884,"Diesel","Manual","First",2179,140,7,12.46,"Mahindra","Gama alta",16,0,1.25968167752936
"2540","Honda CR-V RVi MT","Jaipur",2008,100009,"Petrol","Manual","Second",1997,141.1,5,6.5,"Honda","Gama media",13.1,0,0.612440030529673
"2541","Renault Duster 110PS Diesel RxZ Plus","Delhi",2012,130000,"Diesel","Manual","First",1461,108.45,5,3.75,"Renault","Gama media",19.64,0,0.691782676992826
"2542","Volvo XC60 D5 Inscription","Kochi",2014,86925,"Diesel","Automatic","First",2400,215,5,17.18,"Volvo","Gama alta",11.2,0,1.37622702318656
"2543","Skoda Octavia Elegance 1.8 TSI AT","Mumbai",2014,76000,"Petrol","Automatic","First",1798,177.5,5,10,"Skoda","Gama media",14.7,0,1.05936141269892
"2544","Mini Cooper 3 DOOR S","Kochi",2016,21110,"Petrol","Automatic","First",1998,189.08,4,28.95,"Mini","Gama alta",17.44,0,1.4175382158038
"2545","Hyundai i10 Magna","Mumbai",2008,38235,"Petrol","Manual","First",1197,78.9,5,1.95,"Hyundai","Gama media",20.36,0,0.307110346331708
"2546","Hyundai Creta 1.6 SX Plus Dual Tone Petrol","Coimbatore",2017,38271,"Petrol","Manual","First",1591,121.3,5,12.53,"Hyundai","Gama media",15.29,0,1.02257741725735
"2547","Volkswagen Polo 1.2 MPI Trendline","Mumbai",2014,54230,"Petrol","Manual","First",1198,74,5,4.5,"Volkswagen","Gama media",16.47,0,0.599804713801955
"2548","Maruti Swift VDI","Chennai",2014,75180,"Diesel","Manual","First",1248,74,5,5.25,"Maruti","Gama media",22.9,0,0.599804713801955
"2549","Mercedes-Benz New C-Class C 200 Avantgarde Edition C","Kochi",2011,71703,"Petrol","Automatic","First",1991,181.03,5,9.14,"Mercedes-Benz","Gama alta",14.74,0,1.12270839880521
"2550","Hyundai i20 1.2 Asta Option","Coimbatore",2017,26185,"Petrol","Manual","First",1197,81.83,5,7.98,"Hyundai","Gama media",18.6,0,0.815821335213538
"2551","Hyundai Creta 1.6 SX Plus Diesel","Hyderabad",2016,41713,"Diesel","Manual","First",1582,126.2,5,12.5,"Hyundai","Gama media",19.67,0,0.988983100762539
"2552","Volkswagen Vento Diesel Highline","Delhi",2013,75000,"Diesel","Manual","First",1598,103.6,5,4.5,"Volkswagen","Gama media",20.54,0,0.722146211399471
"2553","BMW 3 Series 320d Luxury Line","Mumbai",2013,38000,"Diesel","Automatic","First",1995,184,5,19.5,"Bmw","Gama alta",18.88,0,1.24004678589872
"2554","BMW 5 Series 2013-2017 525d Luxury Line","Bangalore",2013,58500,"Diesel","Automatic","Second",1995,218,5,27.5,"Bmw","Gama alta",17.09,0,1.32911024836013
"2555","BMW 5 Series 2003-2012 520d","Pune",2015,64000,"Diesel","Automatic","First",1995,177,5,28,"Bmw","Gama alta",18.48,0,1.3284646316543
"2556","Maruti Swift VDI","Kochi",2013,56263,"Diesel","Manual","First",1248,74,5,4.17,"Maruti","Gama media",22.9,0,0.545409332324693
"2557","Honda City 1.5 V MT","Hyderabad",2011,66276,"Petrol","Manual","First",1497,118,5,5.5,"Honda","Gama media",17,0,0.681717185822536
"2558","Hyundai Creta 1.6 SX Plus Dual Tone Petrol","Mumbai",2018,2500,"Petrol","Manual","First",1591,121.3,5,12.75,"Hyundai","Gama media",15.29,0,1.07697279873461
"2559","Hyundai i20 1.4 Asta","Mumbai",2017,27000,"Diesel","Manual","First",1396,88.73,5,6.95,"Hyundai","Gama media",22.54,0,0.858343653772619
"2560","Audi A4 30 TFSI Premium Plus","Kochi",2017,61221,"Petrol","Automatic","First",1395,147.51,5,21.73,"Audi","Gama alta",17.84,0,1.3415239859668
"2561","Chevrolet Beat LS","Delhi",2012,56000,"Petrol","Manual","First",1199,79.4,5,2.21,"Chevrolet","Gama baja",18.6,0,0.410468644588873
"2562","Hyundai EON Era Plus","Hyderabad",2015,68764,"Petrol","Manual","First",814,55.2,5,2.9,"Hyundai","Gama media",21.1,0,0.500243982941443
"2563","Hyundai Grand i10 1.2 Kappa Magna","Delhi",2017,12248,"Petrol","Manual","First",1197,81.86,5,4.9,"Hyundai","Gama media",18.9,0,0.816013869044884
"2564","Honda City 1.5 E MT","Chennai",2011,80000,"Petrol","Manual","Second",1497,118,5,3.85,"Honda","Gama media",17,0,0.681717185822536
"2565","Maruti Dzire AMT ZDI Plus","Kochi",2018,64035,"Diesel","Automatic","First",1248,73.75,5,8.55,"Maruti","Gama media",28.4,0,0.815608693598361
"2566","Nissan Terrano XL 110 PS","Mumbai",2014,50000,"Diesel","Manual","First",1461,108.5,5,6.5,"Nissan","Gama media",19.01,0,0.800815553053736
"2567","Toyota Corolla Altis GL MT","Delhi",2014,60750,"Petrol","Manual","First",1798,138.03,5,10.5,"Toyota","Gama alta",14.28,0,1.14344719888765
"2568","Mahindra Xylo D2 BSIV","Chennai",2013,234000,"Diesel","Manual","Second",2489,95,8,3.5,"Mahindra","Gama alta",14,0,0.892816113804459
"2569","Hyundai Creta 1.6 CRDi SX","Bangalore",2016,28000,"Diesel","Manual","First",1582,126.2,5,13.75,"Hyundai","Gama media",19.67,0,0.988983100762539
"2570","Tata Safari Storme VX","Jaipur",2016,36000,"Diesel","Manual","First",2179,148,7,10,"Tata","Gama baja",14.1,0,0.955139600881986
"2571","Mahindra XUV500 W10 AWD","Jaipur",2017,22000,"Diesel","Manual","First",2179,140,7,16,"Mahindra","Gama alta",16,0,1.31407705900662
"2572","Maruti Swift Dzire Tour LDI","Kolkata",2016,100000,"Diesel","Manual","First",1248,74,5,3.5,"Maruti","Gama media",23.4,0,0.708595476756479
"2573","Audi A4 2.0 TDI 177 Bhp Premium Plus","Bangalore",2013,45979,"Diesel","Automatic","Second",1968,174.33,5,19.5,"Audi","Gama alta",17.11,0,1.21169001943008
"2574","Mercedes-Benz New C-Class C 200 Kompressor Elegance MT","Chennai",2010,34000,"Petrol","Manual","First",1796,178,5,10,"Mercedes-Benz","Gama alta",11.7,0,1.05944696801065
"2575","Honda City i VTEC V","Kochi",2017,38607,"Petrol","Manual","Second",1497,117.3,5,7.87,"Honda","Gama media",17.8,0,1.00496422056625
"2576","Audi Q5 3.0 TDI Quattro","Bangalore",2015,63000,"Diesel","Automatic","First",2967,241.4,5,34.5,"Audi","Gama alta",13.22,0,1.49145709613902
"2577","Hyundai Verna 1.6 SX CRDi (O)","Jaipur",2013,69573,"Diesel","Manual","Second",1582,126.32,5,5.85,"Hyundai","Gama media",22.32,0,0.826296178014145
"2578","Maruti Alto LXi","Coimbatore",2010,48105,"Petrol","Manual","First",796,46.3,5,3.1,"Maruti","Gama media",19.7,0,0.135914571979553
"2579","Mercedes-Benz GLE 350d","Chennai",2016,29000,"Diesel","Automatic","First",2987,254.79,5,65,"Mercedes-Benz","Gama alta",11.57,0,1.5742085428269
"2580","Maruti Zen LXI","Jaipur",1998,95150,"Petrol","Manual","Third",993,60,5,0.45,"Maruti","Gama media",17.3,0,-0.380680113465878
"2581","Ford Figo Diesel Titanium","Hyderabad",2013,90200,"Diesel","Manual","First",1399,68.05,5,3.5,"Ford","Gama media",20,0,0.501380430630897
"2582","Maruti Ciaz 1.4 Alpha","Kochi",2018,41283,"Petrol","Manual","First",1373,91.1,5,9.9,"Maruti","Gama media",20.73,0,0.926584874654575
"2583","Toyota Innova 2.5 VX (Diesel) 8 Seater","Mumbai",2014,87143,"Diesel","Manual","First",2494,100,8,12.5,"Toyota","Gama alta",12.99,0,0.974154035500055
"2584","Tata Nano XT","Coimbatore",2017,14149,"Petrol","Manual","First",624,37.48,4,3.47,"Tata","Gama baja",23.9,0,0.288134359849692
"2585","Hyundai Verna CRDi 1.6 SX Option","Kolkata",2018,10250,"Diesel","Manual","First",1582,126.2,5,10.95,"Hyundai","Gama media",22,0,1.09777386371706
"2586","Toyota Innova 2.5 VX (Diesel) 7 Seater","Pune",2015,65000,"Diesel","Manual","First",2494,100.6,7,15,"Toyota","Gama alta",12.99,0,1.03169158611825
"2587","BMW 3 Series 320d Luxury Line","Mumbai",2015,56087,"Diesel","Automatic","First",1995,190,5,20.75,"Bmw","Gama alta",22.69,0,1.36569239734105
"2588","Maruti Ritz VDi","Pune",2015,65000,"Diesel","Manual","Second",1248,73.94,5,3.27,"Maruti","Gama media",23.2,0,0.653774032493924
"2589","Maruti Swift LDI SP Limited Edition","Hyderabad",2016,54631,"Diesel","Manual","First",1248,74,5,6.25,"Maruti","Gama media",25.2,0,0.708595476756479
"2590","Mahindra Logan Diesel 1.5 DLS","Chennai",2011,128000,"Diesel","Manual","Third",1461,65,5,2,"Mahindra","Gama alta",19.2,0,0.584692971884899
"2591","Audi A4 35 TDI Premium Plus","Coimbatore",2013,58629,"Diesel","Automatic","Second",1968,187.74,5,16.52,"Audi","Gama alta",18.25,0,1.25061629710616
"2592","Renault Duster 110PS Diesel RxZ","Kolkata",2013,58000,"Diesel","Manual","First",1461,108.45,5,4.99,"Renault","Gama media",19.01,0,0.746178058470088
"2593","Maruti Vitara Brezza ZDi Plus Dual Tone","Delhi",2016,22000,"Diesel","Manual","First",1248,88.5,5,8.25,"Maruti","Gama media",24.3,0,0.802584949222828
"2594","Honda Mobilio RS i DTEC","Delhi",2015,31250,"Diesel","Manual","First",1498,98.6,7,6.5,"Honda","Gama media",24.5,0,0.804954210948234
"2595","Audi A4 New 2.0 TDI Multitronic","Delhi",2012,60000,"Diesel","Automatic","Second",1968,140.8,5,10.35,"Audi","Gama alta",15.2,0,1.04509311911984
"2596","Audi Q3 2.0 TDI","Hyderabad",2013,105000,"Diesel","Automatic","First",1968,150,5,19,"Audi","Gama alta",17.32,0,1.13273503061884
"2597","Honda BRV i-VTEC V CVT","Mumbai",2017,16503,"Petrol","Automatic","First",1497,117.3,7,9.5,"Honda","Gama media",16,0,1.00496422056625
"2598","Toyota Fortuner 4x4 AT","Chennai",2015,95000,"Diesel","Automatic","First",2982,168.5,7,19.6,"Toyota","Gama alta",12.55,0,1.3026142797472
"2599","Toyota Etios G SP","Bangalore",2013,132000,"Petrol","Manual","First",1496,88.73,5,4.7,"Toyota","Gama alta",16.78,0,0.856951671190236
"2600","Ford Figo Diesel ZXI","Coimbatore",2013,65287,"Diesel","Manual","First",1399,68.05,5,4.45,"Ford","Gama media",20,0,0.501380430630897
"2601","Honda Jazz 1.2 V CVT i VTEC","Delhi",2015,27000,"Petrol","Automatic","First",1199,88.7,5,5.95,"Honda","Gama media",19,0,0.749375266612489
"2602","Hyundai Grand i10 1.2 Kappa Sportz","Coimbatore",2016,29091,"Petrol","Manual","First",1197,81.86,5,4.87,"Hyundai","Gama media",18.9,0,0.761618487567622
"2603","Toyota Innova 2.5 ZX Diesel 7 Seater BSIII","Mumbai",2014,35000,"Diesel","Manual","First",2494,100.6,7,12.75,"Toyota","Gama alta",12.99,0,0.977296204640986
"2604","Honda City ZX GXi","Mumbai",2006,44000,"Petrol","Manual","First",1497,78,5,1.55,"Honda","Gama media",17.7,0,0.192293539750915
"2605","Hyundai i20 Magna 1.4 CRDi","Delhi",2015,66823,"Diesel","Manual","Second",1396,88.73,5,4.83,"Hyundai","Gama media",22.54,0,0.749552890818095
"2606","Mahindra Bolero SLE","Hyderabad",2012,75000,"Diesel","Manual","First",2523,62.1,7,4.3,"Mahindra","Gama alta",15.96,0,0.615114614446354
"2607","Honda Amaze VX i-VTEC","Coimbatore",2019,16573,"Petrol","Manual","First",1198,86.7,5,9.31,"Honda","Gama media",17.8,0,0.954977610281007
"2608","Honda City 1.5 S MT","Coimbatore",2012,26671,"Petrol","Manual","Second",1497,118,5,5.67,"Honda","Gama media",17,0,0.736112567299798
"2609","Maruti Swift ZDI","Delhi",2012,52000,"Diesel","Manual","First",1248,74,5,3.55,"Maruti","Gama media",28.4,0,0.491013950847431
"2610","Hyundai i20 Asta 1.4 CRDi","Delhi",2014,43900,"Diesel","Manual","First",1396,88.73,5,6.75,"Hyundai","Gama media",22.54,0,0.695157509340833
"2611","Hyundai EON Era Plus","Kochi",2018,13102,"Petrol","Manual","First",814,55.2,5,4.06,"Hyundai","Gama media",21.1,0,0.663430127373229
"2612","Toyota Innova 2.0 GX 8 STR","Kolkata",2011,78088,"Petrol","Manual","First",1998,132,8,6.3,"Toyota","Gama alta",12.4,0,0.956797951673623
"2613","Honda Accord 2001-2003 2.0 AT","Bangalore",2010,83000,"Petrol","Automatic","Second",2354,142,5,6.5,"Honda","Gama media",11.1,0,0.724570528772818
"2614","Maruti Swift VDI","Pune",2014,84000,"Diesel","Manual","First",1248,74,5,5.25,"Maruti","Gama media",22.9,0,0.599804713801955
"2615","Mercedes-Benz E-Class E 350 d","Coimbatore",2019,9312,"Diesel","Automatic","First",2987,258,5,78.8,"Mercedes-Benz","Gama alta",18,0,1.74397094915186
"2616","Mahindra Xylo D4 BS III","Hyderabad",2015,129750,"Diesel","Manual","Second",2489,93.7,7,6.8,"Mahindra","Gama alta",14.95,0,0.994369415277517
"2617","Force One LX 4x4","Kolkata",2014,41000,"Diesel","Manual","First",2200,139.01,7,8,"Force","Gama alta",17,0,1.14716334987384
"2618","Nissan Micra XV CVT","Mumbai",2015,34895,"Petrol","Automatic","First",1198,75.94,5,4.6,"Nissan","Gama media",19.15,0,0.667793129237316
"2619","Tata Safari Storme 2012-2015 VX","Hyderabad",2014,90000,"Diesel","Manual","First",2179,138.1,7,8,"Tata","Gama baja",14,0,0.809982572123929
"2620","Tata Safari Storme 2012-2015 VX","Hyderabad",2014,93000,"Diesel","Manual","First",2179,138.1,7,8.25,"Tata","Gama baja",14,0,0.809982572123929
"2621","Maruti Ritz VXi","Pune",2014,25000,"Petrol","Manual","Second",1197,85.8,5,3.5,"Maruti","Gama media",18.5,0,0.677519633595375
"2622","Ford Figo Aspire 1.2 Ti-VCT Ambiente","Chennai",2016,29875,"Petrol","Manual","First",1196,86.8,5,4.85,"Ford","Gama media",18.16,0,0.792396957991201
"2623","Mitsubishi Pajero 2.8 GLX CRZ","Mumbai",2004,129000,"Diesel","Manual","First",2835,107.2,6,3.45,"Mitsubishi","Gama alta",10.5,0,0.466719784570991
"2624","Chevrolet Beat LS","Kolkata",2015,120000,"Petrol","Manual","First",1199,76.8,5,2.5,"Chevrolet","Gama baja",18.6,0,0.556166779738967
"2625","Chevrolet Beat LS","Bangalore",2012,37000,"Petrol","Manual","Second",1199,79.4,5,2.35,"Chevrolet","Gama baja",18.6,0,0.410468644588873
"2626","Toyota Innova 2.5 G (Diesel) 7 Seater","Ahmedabad",2016,90000,"Diesel","Manual","First",2494,100.6,7,10.9,"Toyota","Gama alta",12.99,0,1.08608696759551
"2627","Maruti Alto LXi BSIII","Coimbatore",2010,59136,"Petrol","Manual","First",796,46.3,5,2.96,"Maruti","Gama media",19.7,0,0.135914571979553
"2628","BMW 3 Series 2005-2011 325i Sedan","Pune",2011,43706,"Petrol","Automatic","First",2497,215,5,9,"Bmw","Gama alta",10.9,0,1.21304087875478
"2629","Hyundai Accent GLE","Mumbai",2010,32773,"Petrol","Manual","First",1495,94,5,2.05,"Hyundai","Gama media",13.2,0,0.507882021002288
"2630","Maruti SX4 ZXI MT BSIV","Pune",2008,85000,"Petrol","Manual","First",1586,103.2,5,2.5,"Maruti","Gama media",16.51,0,0.448137330976192
"2631","Hyundai Verna 1.6 SX CRDi (O)","Kochi",2016,16159,"Diesel","Manual","First",1582,126.32,5,7.83,"Hyundai","Gama media",22.32,0,0.989482322445931
"2632","Toyota Fortuner 4x2 AT TRD Sportivo","Delhi",2015,36000,"Diesel","Automatic","Second",2982,168.7,7,21.5,"Toyota","Gama alta",12.55,0,1.30323736923308
"2633","Ford Ecosport 1.5 DV5 MT Titanium","Hyderabad",2014,62700,"Diesel","Manual","First",1498,89.84,5,6.8,"Ford","Gama media",22.7,0,0.701687732400544
"2634","Maruti Ciaz VXi Plus","Kochi",2017,44285,"Petrol","Manual","First",1373,91.1,5,7.47,"Maruti","Gama media",20.73,0,0.872189493177313
"2635","Hyundai i20 Sportz 1.2","Delhi",2015,50000,"Petrol","Manual","First",1197,81.83,5,4.95,"Hyundai","Gama media",18.6,0,0.707030572259014
"2636","Skoda Superb Elegance 2.0 TDI CR AT","Mumbai",2011,83010,"Diesel","Automatic","First",1968,138.1,5,7.5,"Skoda","Gama media",17.2,0,0.764337824148702
